brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
Etude House,Face Blur Mattifying SPF 50+ PA++++,Face Makeup,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
L'Occitane,Almond Delicious Hands ,Hand Care,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Creed,Sublime Vanille,Fragrance,Rosacea,,,,,,,,
Amika,Bust Your Brass Cool Blonde Mask,Other Haircare,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Nivea,Cellular Luminous630 Anti Dark-Spot Tinted Fluid Double Corrector SPF 20,Face Makeup,"Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Neutrogena,Makeup Remover Melting Balm,Makeup Remover,"Brightening,Drying,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Asepxia,Gen Daily Facial Cleanser,Face Cleanser,"Drying,Rosacea,Eczema",,,,,,,,
Romand,Better Than Palette The Secret Garden - #01 Pampas Garden,Eye Makeup,"May Worsen Oily Skin,Eczema",,,,,,,,
Creed,Aventus Soap,Bath & Body,"Drying,Acne Trigger",,,,,,,,
Holika Holika,Daily Fresh Citron Cleansing Foam,Face Cleanser,"Brightening,Drying,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Clarins,Super Restorative Treatment Essence,Essence,Rosacea,,,,,,,,
Givenchy,Prisme Libre Setting and Finishing Loose Powder - N1 Mousseline Pastel,Face Makeup,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Color Wow,One-Minute Transformation Styling Cream,Other Haircare,"Hydrating,Acne Trigger,Rosacea",,,,,,,,
E NATURE,Skin Pot Sleeping Pack,Overnight Mask,Acne Trigger,,,,,,,,
The Saem,Jeju Fresh Aloe Toner 92%,Toner,Rosacea,,,,,,,,
It’s a 10,Miracle Daily Conditioner ,Conditioner,"Hydrating,Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Yves Rocher,Sensual Bath & Shower Gel - Coconut,Bath & Body,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Soap & Glory,Original Pink Get Enriched Quick Nourishing Bath & Body Oil,Oil,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
mCaffeine,Coffee Powder Sunscreen SPF 30 PA+++,Sunscreen,Eczema,,,,,,,,
Natura Siberica,Soothing Cleansing Jelly,Face Cleanser,"Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Medik8,Pore Minimising Tonic,Toner,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Kracie,Ichikami Smooth and Sleek Conditioner,Conditioner,"Hydrating,Reduces Irritation,Reduces Large Pores,Anti-Aging,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
O’Keeffe’s,Lip Repair Night Treatment,Lip Mask,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Dr. Jart+,Dermask™ Water Jet Vital Hydra Solution,Sheet Mask,"Reduces Irritation,Rosacea",,,,,,,,
Replenix,Hydrating Antioxidant Sunscreen SPF 50+,Sunscreen,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Esfolio,Honey Essence Mask Sheet,Sheet Mask,,,,,,,,,
Amika,Fadeblock Pre-Shampoo Color Seal,Other Haircare,"Reduces Large Pores,Anti-Aging,Scar Healing,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Olay,Cleanse Toner with Witch Hazel,Toner,,,,,,,,,
Laboratoires Noreva,Bergasol Sublim Spray SPF 30,Sunscreen,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
It’s a 10,Miracle Leave-In Plus Keratin,Other Haircare,"Reduces Irritation,Acne Trigger",,,,,,,,
Aveeno,Sensitive Skin Ultra-Light Mineral Sunscreen SPF 50,Sunscreen,"Reduces Irritation,May Worsen Oily Skin,Eczema",,,,,,,,
Biore,UV Watery Gel Sunscreen SPF 50+ PA++++,Sunscreen,"Acne Trigger,Irritating",,,,,,,,
Ultra Violette,Dusk Sheen Screen SPF 50 Hydrating Lip Balm,Lip Moisturizer,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Benefit Cosmetics,Total Moisture Facial Cream,General Moisturizer,"Hydrating,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Estée Lauder,Soft Clean Moisture Rich Foaming Cleanser,Face Cleanser,"Reduces Large Pores,Drying,Irritating,Rosacea",,,,,,,,
Burt's Bees,100% Natural Origin Lip Primer,Lip Makeup,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Neutrogena,Oil-Free Moisture for Sensitive Skin,General Moisturizer,"May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
Erno Laszlo,Sea Mud Deep Cleansing Bar,Face Cleanser,"Drying,Acne Trigger",,,,,,,,
Sephora Collection,Coconut Multi-Purpose Oil,Oil,Acne Trigger,,,,,,,,
Synchroline,TERPROLINE Professional,General Moisturizer,"Redness Reducing,Reduces Large Pores,Anti-Aging,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
MoroccanOil,Hand Cream Fragrance Originale ,Hand Care,"Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
SkinBetter Science,Sunbetter Tone Smart SPF 68 Sunscreen Compact,Sunscreen,"Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
REN Clean Skincare,Moroccan Rose Otto Body Wash,Bath & Body,"Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Fresh,Rose Hydrating Eye Gel Cream,Eye Moisturizer,"Reduces Large Pores,Brightening,Drying,Irritating",,,,,,,,
Victoria Beauty,Panthenol After Sun Face and Body Mist,Bath & Body,"Reduces Irritation,Brightening,Acne Trigger,Rosacea",,,,,,,,
Estée Lauder,Soft Clean Silky Hydrating Lotion,Toner,"Hydrating,May Worsen Oily Skin,Acne Trigger,Rosacea",,,,,,,,
Weleda,Awakening Night Cream - Pomegranate,Night Moisturizer,"Reduces Irritation,Rosacea",,,,,,,,
Eucerin,Q10 Anti-Wrinkle Face Lotion with SPF 15,General Moisturizer,"Reduces Irritation,Brightening,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Tree Hut,Tropic Glow Firming Whipped Body Butter,Bath & Body,"Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Sally Hansen,Salon Gel Polish Acetone Remover,Nail Care,"Brightening,Irritating",,,,,,,,
CHI Haircare,Keratin Silk Infusion Keratin and Silk Reconstructing Complex,Other Haircare,,,,,,,,,
SkinCeuticals,Gentle Cleanser,Face Cleanser,"Brightening,Drying,Acne Trigger,Rosacea",,,,,,,,
Dermacol,Acneclear Antibacterial Face Gel,Face Cleanser,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Soap & Glory,The Fab Pore 3-IN-1 Serum,Serum,"Good For Oily Skin,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Too Faced,Lip Injection Power Plumping Cream Liquid Lipstick,Lip Makeup,Eczema,,,,,,,,
Shiseido,Senka White Beauty Lotion,Serum,"Reduces Large Pores,Scar Healing,Drying,May Worsen Oily Skin,Irritating",,,,,,,,
BioSilk,Silk Therapy Serum,Other Haircare,Reduces Irritation,,,,,,,,
LUSH,Key Lime Pie Lip Balm,Lip Moisturizer,Acne Trigger,,,,,,,,
A'Pieu,Honey & Milk Lip Scrub,Lip Mask,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Supergoop!,Mineral Mattescreen SPF 40 PA+++,Sunscreen,"May Worsen Oily Skin,Eczema",,,,,,,,
Aveeno,Positively Radiant MaxGlow No-Mess Hydrating Sleep Mask,Overnight Mask,Eczema,,,,,,,,
Anomaly Haircare,Hair and Scalp Oil,Other Haircare,Acne Trigger,,,,,,,,
Biossance,Squalane + 10% Lactic Acid Resurfacing Night Serum,Serum,"Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
The Body Shop,Tea Tree Pore Minimiser,Facial Treatment,"Good For Oily Skin,Reduces Large Pores,Brightening,Drying,Irritating,Eczema",,,,,,,,
Perrigo,Clindamycin and Benzoyl Peroxide Gel 1%/5%,Facial Treatment,"Acne Fighting,Drying,Irritating,Eczema",,,,,,,,
Kate Somerville,ExfoliKate® Cleanser Daily Foaming Wash,Face Cleanser,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
The Saem,Urban Eco Harakeke Toner,Toner,Scar Healing,,,,,,,,
Soap & Glory,Mist You Madly Body Spray ,Fragrance,,,,,,,,,
ILLIYOON,Total Aging Care Cleansing Oil,Makeup Remover,"May Worsen Oily Skin,Acne Trigger",,,,,,,,
Hello Sunday,The Matte One - Sebum Control Moisturiser SPF50,General Moisturizer,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Shiseido,Ultimune Power Infusing Eye Concentrate,Eye Moisturizer,"Hydrating,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Avalon Organics,Glycerin Hand Soap - Nourishing Lavender,Hand Care,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Gisou,Honey Infused Hair Perfume,Fragrance,Scar Healing,,,,,,,,
Nivea, Original Moisture Body Lotion with Vitamin E,Bath & Body,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Ouai,Hand Crème,Hand Care,"Hydrating,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Dior,J'adore Parfum d'Eau,Fragrance,"Reduces Large Pores,Drying,Irritating",,,,,,,,
Soho Skin,Cream Cleanser,Face Cleanser,"Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
The Body Shop,Vitamin E Lip Care SPF15,Lip Moisturizer,"Reduces Irritation,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Foot Lab Co,Instant Foot Peeling Spray #002,Exfoliator,"Drying,Acne Trigger",,,,,,,,
Burt's Bees,Hydrating Overnight Face Mask,Overnight Mask,"Hydrating,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
A'Pieu,White Milk Sheet Mask,Sheet Mask,"May Worsen Oily Skin,Acne Trigger",,,,,,,,
Mario Badescu,Seaweed Night Cream,Night Moisturizer,"Hydrating,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
Maybelline,The Colossal Waterproof Mascara,Eye Makeup,"Reduces Irritation,Anti-Aging,May Worsen Oily Skin,Eczema",,,,,,,,
Himalaya,Radiant Glow Fairness Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Isa Knox,LXNEW Platinum Sculpting Day Cream,Day Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Paris Hilton Fragrances,Paris Hilton for Her Eau de Parfum,Fragrance,,,,,,,,,
Clarins,Extra Firming Energy,Day Moisturizer,"Hydrating,Reduces Large Pores,Brightening,Drying,Irritating",,,,,,,,
L'Oreal,Rouge Signature Matte Lip Stain,Face Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea",,,,,,,,
BIOTHERM,Lip Balm Beurre De Lèvres,Lip Moisturizer,"Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
Peripera,Milk Blur Tone Up Cream SPF 30 PA++ - 04 Glow,Sunscreen,"Hydrating,Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,,,,,,
Tatcha,The Silk Canvas Filter Finish Protective Primer,Face Makeup,"May Worsen Oily Skin,Eczema",,,,,,,,
Estée Lauder,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,Face Cleanser,"Hydrating,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
DHC,Olive Virgin Oil Facial Moisturizer,General Moisturizer,,,,,,,,,
Vaseline,Lip Therapy Rosy Lips Stick,Lip Moisturizer,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
La Mer,The Eye Concentrate,Eye Moisturizer,"Hydrating,Brightening,Drying,Acne Trigger,Eczema",,,,,,,,
Lavido,Age Away Hydrating Cream,General Moisturizer,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Nivea,Repair & Care Fragrance-Free Body Lotion,Bath & Body,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Pattern by Tracee Ellis Ross,Styling Cream,Other Haircare,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
innisfree,Green Tea Hydrating Cleansing Foam,Face Cleanser,"Reduces Large Pores,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Eucerin,Anti Redness Cream (Clear),General Moisturizer,"Reduces Irritation,Acne Trigger",,,,,,,,
got2b,Glued Spiking Glue,Other Haircare,"Hydrating,May Worsen Oily Skin,Eczema",,,,,,,,
Meow Meow Tweet,Face Cleanser Juniper Bergamot,Face Cleanser,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Bali Body,Cacao Tanning Oil SPF15,Tanning,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
A'Pieu,Good Night Water Sleeping Mask,Overnight Mask,"Anti-Aging,Rosacea",,,,,,,,
Philosophy,Nature in a Jar Gentle Detoxifying Cleanser with Agave,Face Cleanser,"Drying,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Kate Somerville,Gentle Daily Wash,Face Cleanser,,,,,,,,,
VEGAN by happy skin,Original Skin Essence Toner,Toner,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Britney Spears Fragrances,Fantasy Sheer Eau de Toilette,Fragrance,,,,,,,,,
Shiseido,Super Mild Conditioner,Conditioner,"Hydrating,Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Kiehl's,Epidermal Re-Texturizing Micro-Dermabrasion,Exfoliator,May Worsen Oily Skin,,,,,,,,
Keys Soulcare,Reviving Aura Mist,Toner,,,,,,,,,
Sabbatical Beauty,Vacuum Cleansing Oil,Makeup Remover,,,,,,,,,
Elizabeth Taylor,Passion Eau de Toilette,Fragrance,,,,,,,,,
REN Clean Skincare,Evercalm™ Gentle Cleansing Gel,Face Cleanser,"Reduces Irritation,Rosacea,Eczema",,,,,,,,
The Body Shop,Drops of Youth™ Youth Liquid Peel,Exfoliator,,,,,,,,,
Living Proof,Perfect hair Day (PhD) In-Shower Styler,Other Haircare,"Reduces Large Pores,Drying,Irritating",,,,,,,,
Lubriderm,"Men's 3-in-1 Lotion Body, Face, and Post-Shave Lotion Light Fragrance",Bath & Body,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Truly,Berry Cheeky Clearing Butt Polish,Bath & Body,"Hydrating,Drying,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
BodyXpert,Body Oil Lavender & Vanilla,Bath & Body,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
L'Oreal,Professionnel Infinium Hairspray,Other Haircare,,,,,,,,,
Lumene,Nordic Hydra Foaming Cleanser,Face Cleanser,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Dior,Dior Addict Lip Maximizer Serum - Universal Clear,Lip Moisturizer,"Reduces Large Pores,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Saie,Sun Melt Natural Cream Bronzer,Cheek Makeup,"May Worsen Oily Skin,Eczema",,,,,,,,
Bali Body,Natural Tanning and Body Oil SPF15,Tanning,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Petitfee & Koelf,Pearl Shea Butter Hydrogel Eye Patch,Eye Mask,"Scar Healing,Rosacea",,,,,,,,
Alya Skin,Australian Native Berries Moisturiser ,General Moisturizer,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Everspring,Lemon & Mint Liquid Hand Soap,Hand Care,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Neutrogena,Norwegian Formula Hand Cream,Hand Care,"May Worsen Oily Skin,Acne Trigger",,,,,,,,
Bausch Health,Retin-A Micro (Tretinoin) Gel Microsphere 0.1%,Facial Treatment,"Anti-Aging,Brightening,Irritating,Eczema",,,,,,,,
TONYMOLY,Fresh to Go Mask Sheet - Pineapple,Sheet Mask,"Reduces Irritation,Rosacea",,,,,,,,
Flower Beauty by Drew,Blush Bomb Color Drops,Cheek Makeup,May Worsen Oily Skin,,,,,,,,
Cinq Mondes,Sublime Scrub,Bath & Body,"Hydrating,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Dior,Addict Eau de Toilette,Fragrance,"Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea",,,,,,,,
Darphin,Age-Defying Dermabrasion,Wet Mask,"Reduces Irritation,Acne Trigger,Eczema",,,,,,,,
Teami,Glow Facial Oil,Oil,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Sulwhasoo,Clarifying Mask,Wet Mask,"Scar Healing,Brightening",,,,,,,,
Fable & Mane,HoliRoots Shampoo,Shampoo,"Redness Reducing,Acne Trigger",,,,,,,,
Kose Cosmeport,Sekkisei Skincare UV Milk SPF 50+ PA++++ ,Sunscreen,"Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
cleen beauty,Rosehip Jelly Face Cleanser,Face Cleanser,"Hydrating,Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Intelligent Nutrients,Gentle Cleansing Lotion,Face Cleanser,"Reduces Irritation,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Kerstin Florian,Thermal Mineral Shower/Bath Gel,Bath & Body,Drying,,,,,,,,
Burberry,Brit for Her Eau de Parfum,Fragrance,,,,,,,,,
Idealove,Superfood Skin Savior - Let's Avo Good Time,Sheet Mask,,,,,,,,,
SkinCeuticals,Equalizing Toner,Toner,"Reduces Irritation,Irritating,Eczema",,,,,,,,
Boots,Soltan Soothe & Moisturise Aftersun With Insect Repellent,Tanning,"Brightening,Acne Trigger",,,,,,,,
The Body Shop,Mango Lip Butter,Lip Moisturizer,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Cetaphil,Gentle Skin Cleansing Cloths,Face Cleanser,"Drying,May Worsen Oily Skin,Irritating",,,,,,,,
Atelier Cologne,Clémentine California Pure Perfume,Fragrance,,,,,,,,,
Kaia Naturals,The Takesumi Detox The Underarm Bar,Bath & Body,"Drying,Acne Trigger,Rosacea",,,,,,,,
Clinique,High Impact Zero Gravity Mascara,Eye Makeup,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating,Rosacea,Eczema",,,,,,,,
Rare Beauty,Soft Pinch Tinted Lip Oil - Wonder,Lip Makeup,,,,,,,,,
La Roche-Posay,Substiane EYES,Eye Moisturizer,"May Worsen Oily Skin,Eczema",,,,,,,,
Face Reality Skincare,Daily SPF30 Lotion,Sunscreen,"Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
fur,Stubble Cream,General Moisturizer,"Good For Oily Skin,Acne Trigger,Rosacea",,,,,,,,
Saltee,Tan Enhance Formula,Tanning,Acne Trigger,,,,,,,,
Eucerin,Complete Repair Cream,General Moisturizer,"Redness Reducing,Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
innisfree,My Concealer Dark Circle Cover - No.1 Salmon Beige,Face Makeup,"Brightening,Drying,Acne Trigger,Eczema",,,,,,,,
SANA,Nameraka Honpo Soy Milk Moisture Face Wash,Face Cleanser,"Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Kose Cosmeport,Softymo Washing Foam White Moist,Face Cleanser,"May Worsen Oily Skin,Acne Trigger",,,,,,,,
Dr. Jart+,Cicapair Tiger Grass Camo Drops Color Corrector SPF 35,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea",,,,,,,,
IMAGE skincare,I Mask Purifying Probiotic Mask ,Wet Mask,"Hydrating,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Bioderma,Nodé DS+ Shampooing,Shampoo,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Amika,The Kure Multi-Task Repair Treatment,Other Haircare,"Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Rare Beauty,Soft Pinch Tinted Lip Oil - Joy,Lip Makeup,,,,,,,,,
Rare Beauty,Soft Pinch Tinted Lip Oil - Delight,Lip Makeup,,,,,,,,,
Oriflame,Lip Spa Lip Balm,Lip Makeup,"Reduces Irritation,Brightening,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Olaplex,No. 4C Bond Maintenance Clarifying Shampoo,Shampoo,"Reduces Irritation,Reduces Large Pores,Drying,Irritating,Eczema",,,,,,,,
HEMA,B.A.E. BronzerThanYou Palette,Face Makeup,"May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
Biologique Recherche,Sérum Yall~O2 Fundamental Hydration Elixir,Serum,"Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
L'Occitane,Shea Ultra Rich Lip Balm Stick,Lip Moisturizer,Brightening,,,,,,,,
SkinMedica,TNS Recovery Complex,Serum,Irritating,,,,,,,,
Mixsoon,Bean Cream,General Moisturizer,"Reduces Irritation,May Worsen Oily Skin,Acne Trigger",,,,,,,,
fur,All Body Wash,Bath & Body,"Reduces Large Pores,Anti-Aging,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Glossier,Boy Brow - Clear,Eye Makeup,"Anti-Aging,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
Tatcha,The Silk Serum,Serum,"Reduces Large Pores,Drying,Irritating",,,,,,,,
Pixi Beauty,Milky Tonic Soothing Toner,Toner,"Hydrating,Reduces Irritation,Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
The Body Shop,Tea Tree Skin Clearing Facial Wipes,Face Cleanser,"Good For Oily Skin,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Cosmedix,Emulsion,Emulsion,Acne Trigger,,,,,,,,
Celimax,New The Real Noni Refresh Clay Mask,Wet Mask,"Reduces Large Pores,Drying,Irritating,Rosacea",,,,,,,,
Vaseline,Lip Therapy Cocoa Butter Stick,Lip Moisturizer,"Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Kristin Ess,The One Signature Conditioner,Conditioner,"Hydrating,Reduces Irritation,Acne Trigger,Eczema",,,,,,,,
The Handmade Soap Co.,"Lavender, Rosemary, Thyme & Mint Hand Wash",Hand Care,"Reduces Large Pores,Drying,Irritating",,,,,,,,
Meow Meow Tweet,Hand + Body Wash Lavender Sweet Orange,Bath & Body,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
Britney Spears Fragrances,Private Show Eau de Parfum,Fragrance,,,,,,,,,
AMOREPACIFIC,The Essential Creme Fluid,Facial Treatment,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
